id,name,city,state,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,wifi,Pets,hot_tub,square_feet,price,weekly_price,monthly_price,review_scores_rating,enjoy_stay
9734548,"Sunny, large 1 bedroom in SE Denver",Denver,CO,80246,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",TRUE,FALSE,FALSE,,$60.00 ,,,100,Yes
9770909,Modern Home in the Art District,Denver,CO,80204,House,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",TRUE,FALSE,FALSE,,$90.00 ,,,94,Yes
9779508,"Updated in-law suite, right on Wash Park!",Denver,CO,80209,Guest suite,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""High chair"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",TRUE,FALSE,FALSE,,$95.00 ,,,99,Yes
9795040,Incredible Lodo location!,Denver,CO,80205,Apartment,Entire home/apt,3,1,0,1,Real Bed,"{TV,""Air conditioning"",Kitchen,""Free parking on premises"",Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials}",FALSE,FALSE,FALSE,,$60.00 ,,,100,Yes
9795062,spacious 1 bdrm near Cherry Creek,Denver,CO,80246,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Pets allowed"",Gym,""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}",TRUE,TRUE,TRUE,,$75.00 ,,,90,Yes
9796646,West Highlands Cozy& Convenient Gem,Denver,CO,80212,House,Entire home/apt,6,1,2,2,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox}",TRUE,FALSE,FALSE,,$82.00 ,,,95,Yes
9797489,Spacious 2 BR in Gorgeous Park Hill,Denver,CO,80220,Guest suite,Entire home/apt,4,1,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",Bathtub,""High chair"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Garden or backyard""}",TRUE,FALSE,FALSE,,$95.00 ,,,98,Yes
9842499,Lg Light Bsmnt in charming home in W Highlands,Denver,CO,80211,House,Private room,5,1.5,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,Stove}",TRUE,FALSE,FALSE,,$95.00 ,,,98,Yes
9856869,Apartment with city view!,Denver,CO,80205,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace""}",TRUE,FALSE,FALSE,,$150.00 ,,,,No
9882614,Castle Iris: 2 BR  *Private Balcony and Fireplace*,Denver,CO,80205,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",""Pets live on this property"",Cat(s),""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""Children’s books and toys"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Well-lit path to entrance""}",TRUE,TRUE,FALSE,,$229.00 ,,,100,Yes
9883770,Classic Denver Bungalow - Minutes to Downtown!,Denver,CO,80220,House,Entire home/apt,7,2,3,3,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",TRUE,FALSE,FALSE,,$150.00 ,,,99,Yes
9982495,Tiny Home on the Platte (Monthly),Denver,CO,80223,Camper/RV,Entire home/apt,2,1,0,0,Real Bed,"{TV,""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Laptop friendly workspace""}",FALSE,FALSE,FALSE,,$22.00 ,,,60,No
9997587,Charming 2BR with Hot Tub!,Denver,CO,80211,Bungalow,Entire home/apt,6,1,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Cleaning before checkout"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""No stairs or steps to enter"",""No stairs or steps to enter""}",TRUE,FALSE,TRUE,,$120.00 ,,,97,Yes
10008502,Upscale Remodeled Home Close to Everything!,Denver,CO,80211,Townhouse,Entire home/apt,4,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""EV charger"",""Single level home"",""Patio or balcony"",""Garden or backyard""}",TRUE,TRUE,FALSE,,$85.00 ,$400.00 ,"$1,400.00 ",99,Yes
10015153,Wonderful suite in the city,Denver,CO,80203,House,Private room,2,1,1,1,Real Bed,"{Wifi,Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Hair dryer"",Iron,""Self check-in"",Keypad}",TRUE,FALSE,FALSE,,$50.00 ,,,93,Yes
10017182,Spacious Clean Sunnyside studio,Denver,CO,80211,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{Wifi,Kitchen,""Free parking on premises"",Heating,Essentials}",TRUE,FALSE,FALSE,,$48.00 ,,,93,Yes
10021154,Beautifully Remodeled Home! Close to Downtown!,Denver,CO,80223,House,Entire home/apt,2,1,3,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad}",TRUE,FALSE,TRUE,,$199.00 ,,,,No
10037506,Sunny+Charming 1920s Sunnyside home,Denver,CO,80211,House,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Safety card"",""Fire extinguisher"",Essentials,""24-hour check-in""}",TRUE,TRUE,FALSE,,$145.00 ,,,84,Yes
10040421,Private yet close to everything!,Denver,CO,80206,House,Entire home/apt,6,1,2,2,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Baby monitor"",""Outlet covers"",Bathtub,""High chair"",""Stair gates"",""Children’s books and toys"",""Babysitter recommendations"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Flat path to guest entrance"",""Well-lit path to entrance"",""Bathtub with bath chair""}",TRUE,TRUE,FALSE,,$115.00 ,,,84,Yes
10040454,Large Loft right in Downtown!,Denver,CO,80202,Loft,Entire home/apt,2,1.5,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in""}",TRUE,FALSE,FALSE,,$195.00 ,,,,No
10061459,King Bd+Full Bath between Downtown and RedRocks!,Denver,CO,80219,Guest suite,Entire home/apt,2,1,1,1,Real Bed,"{Wifi,""Air conditioning"",""Free parking on premises"",""Pets live on this property"",Cat(s),""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",Other}",TRUE,TRUE,FALSE,,$55.00 ,$327.00 ,"$1,155.00 ",96,Yes
10085578,2BED/BATH Modern Urban Oasis - RiNo,Denver,CO,80205,Condominium,Entire home/apt,5,2,2,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",Iron,""Laptop friendly workspace""}",TRUE,FALSE,FALSE,,$125.00 ,,,,No
10088031,POT-FRIENDLY! SPACIOUS 2-BEDROOM,Denver,CO,80210,Apartment,Entire home/apt,4,1,2,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",Oven,Stove}",TRUE,FALSE,FALSE,,$125.00 ,,,91,Yes
10102030,Modern 2 bedroom in Congress Park,Denver,CO,80206,Condominium,Entire home/apt,4,1,2,2,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",""Host greets you""}",TRUE,FALSE,FALSE,,$100.00 ,,,96,Yes
10118833,Platte Park at Wellshire Heights,Denver,CO,80210,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Garden or backyard"",""Long term stays allowed""}",TRUE,TRUE,FALSE,,$80.00 ,,,100,Yes
10140249,"Cozy, quiet, Highlands home with private garden",Denver,CO,80212,Townhouse,Entire home/apt,2,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance""}",TRUE,FALSE,FALSE,,$90.00 ,$500.00 ,"$1,800.00 ",97,Yes
10161676,Cute 2bd/1ba 3mi from DU and Cherry Creek,Denver,CO,80222,House,Entire home/apt,4,1,2,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""Table corner guards"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard""}",TRUE,FALSE,FALSE,,$105.00 ,,,99,Yes
10190798,Modern Townhome Near Dwntown Denver,Denver,CO,80211,Townhouse,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",TRUE,FALSE,FALSE,,$90.00 ,,,90,Yes
10204854,Bedroom in a 1890's  Victorian close to downtown.,Denver,CO,80205,House,Private room,1,1,2,3,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron}",TRUE,FALSE,FALSE,,$57.00 ,,,100,Yes
10229493,Oasis in the city,Denver,CO,80211,Townhouse,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",TRUE,FALSE,FALSE,,$99.00 ,,,,No
10231339,Downtown Denver apartment w/view,Denver,CO,80203,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door""}",TRUE,FALSE,FALSE,,$40.00 ,,,,No
10237203,Cozy Central Denver Suite with Private Entrance,Denver,CO,80206,Guest suite,Entire home/apt,2,1,1,1,Real Bed,"{TV,Wifi,""Pets live on this property"",Cat(s),""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Coffee maker"",Refrigerator,""Luggage dropoff allowed"",""Long term stays allowed"",Other}",TRUE,TRUE,FALSE,,$70.00 ,,,97,Yes
10244515,"Enjoy Denver Culture in a Simple, Elegant, Stylish Bungalow",Denver,CO,80207,Bungalow,Entire home/apt,4,2,2,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",""Stair gates"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Ceiling fan"",""Heated floors"",""Smart TV"",Bidet,Terrace,""Sound system"",""Gas oven"",Printer,""Breakfast table"",""Espresso machine"",""Convection oven"",""Memory foam mattress"",""High-resolution computer monitor"",""En suite bathroom"",""Warming drawer"",""Soaking tub"",""Walk-in shower"",""Bedroom comforts"",""Bathroom essentials""}",TRUE,TRUE,FALSE,,$175.00 ,,,99,Yes
10248217,"Clean, bright & convenient",Denver,CO,80212,House,Entire home/apt,3,1,1,1,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,Bathtub,""High chair"",""Stair gates"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Cooking basics""}",TRUE,FALSE,FALSE,,$160.00 ,$600.00 ,,98,Yes
10250349,*4000+sqft 6bdrm/2kitchen/3bath nearPark REMODELED,Denver,CO,80219,House,Entire home/apt,16,3,6,8,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""High chair"",""Stair gates"",""Children’s books and toys"",Crib,""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard""}",TRUE,FALSE,FALSE,,$499.00 ,,,97,Yes
10266757,Charming Newly Built Carriage House,Denver,CO,80205,Guesthouse,Entire home/apt,4,1,0,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,Other}",TRUE,FALSE,FALSE,,$105.00 ,,,98,Yes
10284327,Denver One-of-a-Kind!,Denver,CO,80206,House,Entire home/apt,6,1.5,3,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,Bathtub,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Garden or backyard""}",TRUE,TRUE,FALSE,,$245.00 ,$795.00 ,"$2,595.00 ",98,Yes
10292703,Twin bed in a private room!,Denver,CO,80206,Condominium,Private room,1,1,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",Washer,Dryer}",TRUE,TRUE,FALSE,,$125.00 ,,,95,Yes
10341836,1 block from 16th street mall!!,Denver,CO,80202,Condominium,Entire home/apt,4,1,0,3,Real Bed,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,Gym,Breakfast,Elevator,Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace""}",TRUE,FALSE,FALSE,,$116.00 ,,,,No
10343072,*Walk to EVERYTHING* in Trendy LoHi,Denver,CO,80211,Townhouse,Entire home/apt,4,1,1,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private entrance"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",TRUE,TRUE,FALSE,,$70.00 ,,,98,Yes
10363495,Modern loft in historic Highlands,Denver,CO,80211,Guesthouse,Entire home/apt,4,1,2,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",TRUE,FALSE,FALSE,,$134.00 ,,,100,Yes
10392038,"Cute, Clean Home Close to Downtown",Denver,CO,80205,Townhouse,Entire home/apt,5,1,2,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",""Private living room"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""No stairs or steps to enter"",""No stairs or steps to enter"",""No stairs or steps to enter""}",TRUE,FALSE,FALSE,,$120.00 ,,,98,Yes
10392285,Close to Convention Center,Denver,CO,80202,Condominium,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Extra pillows and blankets"",""Ethernet connection""}",TRUE,FALSE,FALSE,,$75.00 ,,,97,Yes
10401469,Large Bedrm  Gym Views PvtBath Prkg,Denver,CO,80203,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",TRUE,FALSE,FALSE,,$75.00 ,$400.00 ,,99,Yes
